itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
975,9.966,1.436,8.275,15.017,1.517,9.831,2.627,0.351,1.964,1.862,0.477,3.215,0.406,0.241,0.328,10.349,16.164,4.146,1.365,0.299,4.215,8.321,4.721,1.369,0.435
976,12.023,1.591,7.687,18.463,1.539,9.219,2.575,0.344,1.569,2.105,0.454,3.292,0.358,0.194,0.345,11.037,17.285,4.817,1.167,0.298,3.647,8.547,4.895,1.679,0.442
977,13.615,1.647,6.513,21.043,1.506,8.098,2.424,0.348,1.314,2.227,0.436,3.198,0.314,0.165,0.349,11.524,16.959,5.175,1.152,0.309,3.442,8.985,4.802,1.896,0.434
978,14.265,1.569,5.07,21.966,1.408,6.764,2.203,0.357,1.226,2.224,0.419,2.948,0.279,0.172,0.341,11.904,15.183,5.045,1.287,0.328,3.612,9.302,4.419,1.954,0.409
979,13.747,1.379,3.791,20.939,1.261,5.612,1.968,0.374,1.264,2.158,0.397,2.652,0.257,0.227,0.323,12.136,12.589,4.504,1.499,0.346,4.007,9.316,3.844,1.86,0.373
980,12.181,1.139,3.061,18.273,1.108,4.964,1.81,0.405,1.363,2.117,0.371,2.48,0.25,0.338,0.306,12.065,10.057,3.794,1.709,0.357,4.464,9.093,3.262,1.672,0.341
981,9.992,0.924,3.003,14.719,0.999,4.914,1.814,0.456,1.491,2.212,0.345,2.607,0.253,0.513,0.296,11.552,8.328,3.168,1.852,0.359,4.824,8.871,2.95,1.476,0.328
982,7.723,0.791,3.41,11.123,0.969,5.137,2.006,0.53,1.658,2.503,0.325,3.101,0.26,0.746,0.297,10.47,7.728,2.827,1.897,0.355,4.989,8.798,3.049,1.338,0.336
983,5.769,0.752,3.879,8.091,1.01,5.23,2.347,0.624,1.884,2.896,0.313,3.817,0.264,1.005,0.303,8.895,8.11,2.772,1.845,0.349,4.878,8.899,3.509,1.266,0.358
984,4.32,0.781,4.106,5.906,1.072,4.999,2.732,0.729,2.174,3.212,0.309,4.469,0.258,1.234,0.31,7.184,9.071,2.901,1.732,0.341,4.49,9.069,4.045,1.227,0.38
985,3.396,0.825,4.092,4.544,1.089,4.588,3.015,0.83,2.497,3.281,0.307,4.799,0.242,1.368,0.312,5.817,10.193,3.054,1.605,0.327,3.932,9.203,4.36,1.167,0.39
986,2.896,0.851,4.007,3.767,1.027,4.205,3.073,0.91,2.763,3.026,0.307,4.665,0.222,1.361,0.308,4.995,11.111,3.098,1.49,0.304,3.376,9.166,4.269,1.058,0.382
987,2.682,0.849,4.025,3.388,0.895,4.117,2.879,0.949,2.87,2.495,0.307,4.085,0.206,1.221,0.299,4.696,11.509,3.003,1.383,0.276,2.934,8.852,3.735,0.902,0.355
988,2.649,0.824,4.282,3.337,0.729,4.448,2.506,0.936,2.735,1.85,0.309,3.238,0.201,0.991,0.289,4.587,11.182,2.786,1.261,0.253,2.619,8.267,2.928,0.735,0.314
989,2.778,0.782,4.752,3.656,0.579,5.159,2.09,0.87,2.371,1.255,0.316,2.358,0.21,0.734,0.281,4.449,10.175,2.467,1.111,0.247,2.513,7.526,2.125,0.611,0.271
990,3.076,0.744,5.294,4.357,0.489,6.131,1.803,0.766,1.878,0.893,0.327,1.735,0.226,0.51,0.271,4.287,8.872,2.132,0.958,0.263,2.727,6.829,1.648,0.592,0.238
991,3.529,0.745,5.732,5.367,0.49,7.274,1.766,0.645,1.432,0.87,0.341,1.554,0.244,0.361,0.259,4.359,7.831,1.885,0.858,0.3,3.5,6.336,1.708,0.716,0.225
992,4.18,0.813,5.919,6.672,0.582,8.481,1.979,0.531,1.135,1.172,0.356,1.826,0.259,0.312,0.241,4.804,7.451,1.815,0.859,0.35,4.925,6.134,2.295,0.972,0.235
993,5.193,0.951,5.81,8.381,0.735,9.585,2.335,0.441,1.04,1.686,0.376,2.411,0.27,0.351,0.22,5.616,7.752,1.918,0.963,0.404,6.813,6.259,3.178,1.289,0.264
994,6.799,1.128,5.546,10.662,0.899,10.435,2.667,0.382,1.09,2.235,0.402,3.08,0.282,0.446,0.199,6.523,8.381,2.088,1.14,0.453,8.658,6.621,4.01,1.571,0.305
995,9.044,1.29,5.34,13.432,1.025,10.951,2.838,0.351,1.196,2.659,0.435,3.613,0.302,0.561,0.187,7.232,8.926,2.215,1.358,0.489,9.879,6.953,4.488,1.726,0.345
996,11.609,1.38,5.404,16.195,1.077,11.052,2.781,0.336,1.256,2.851,0.467,3.874,0.331,0.652,0.188,7.549,9.066,2.216,1.584,0.507,10.033,7.019,4.467,1.705,0.373
997,13.865,1.366,5.797,18.292,1.046,10.743,2.499,0.326,1.223,2.808,0.491,3.854,0.368,0.682,0.204,7.432,8.754,2.081,1.785,0.509,9.028,6.702,3.976,1.518,0.387
998,15.125,1.251,6.571,19.119,0.947,10.21,2.063,0.32,1.115,2.602,0.5,3.614,0.407,0.642,0.23,6.971,8.118,1.863,1.931,0.499,7.192,6.061,3.196,1.227,0.388
999,15.092,1.082,7.627,18.569,0.832,9.775,1.601,0.319,0.984,2.376,0.496,3.278,0.443,0.559,0.259,6.317,7.355,1.628,1.994,0.484,5.235,5.307,2.413,0.938,0.386
1000,14.019,0.968,9.058,17.074,0.816,9.845,1.222,0.326,0.878,2.327,0.493,3.019,0.474,0.487,0.287,5.729,6.792,1.487,1.971,0.471,3.808,4.877,2.007,0.788,0.386
1001,12.645,1.013,10.757,15.466,1.007,10.607,0.979,0.345,0.808,2.604,0.506,2.972,0.502,0.468,0.312,5.463,6.757,1.512,1.883,0.464,3.31,5.208,2.245,0.885,0.392
1002,11.717,1.246,12.552,14.455,1.43,11.886,0.869,0.375,0.757,3.226,0.541,3.165,0.525,0.513,0.336,5.652,7.439,1.675,1.758,0.461,3.692,6.426,3.1,1.239,0.4
1003,11.591,1.593,14.123,14.278,1.989,13.169,0.841,0.408,0.71,4.063,0.585,3.532,0.537,0.595,0.357,6.339,8.94,1.853,1.623,0.454,4.506,8.27,4.272,1.751,0.405
1004,12.093,1.928,14.953,14.626,2.506,13.784,0.82,0.43,0.661,4.89,0.614,3.94,0.532,0.67,0.375,7.454,11.222,1.972,1.495,0.432,5.264,10.135,5.355,2.237,0.399
1005,12.767,2.119,14.768,15.037,2.795,13.396,0.77,0.43,0.636,5.455,0.603,4.232,0.501,0.703,0.384,8.844,14.064,2.036,1.377,0.391,5.704,11.27,5.964,2.525,0.381
1006,13.321,2.087,13.425,15.281,2.745,12.0,0.711,0.407,0.678,5.585,0.546,4.284,0.446,0.697,0.383,10.182,16.959,2.094,1.259,0.333,5.814,11.199,5.873,2.508,0.352
1007,13.813,1.84,11.171,15.423,2.375,9.812,0.682,0.369,0.81,5.263,0.455,4.066,0.376,0.68,0.374,10.964,19.305,2.197,1.122,0.273,5.694,9.987,5.124,2.189,0.318
1008,14.404,1.475,8.477,15.602,1.825,7.328,0.709,0.327,1.019,4.649,0.358,3.654,0.307,0.689,0.36,10.71,20.665,2.376,0.96,0.224,5.504,8.077,3.968,1.677,0.292
1009,15.084,1.127,5.912,15.805,1.293,5.087,0.791,0.295,1.252,3.998,0.283,3.217,0.255,0.751,0.349,9.36,21.043,2.657,0.802,0.198,5.338,6.073,2.798,1.159,0.284
1010,15.597,0.908,3.883,15.843,0.939,3.511,0.902,0.281,1.445,3.481,0.248,2.89,0.232,0.868,0.344,7.45,20.865,2.989,0.712,0.196,5.184,4.464,1.974,0.826,0.299
1011,15.575,0.857,2.681,15.565,0.823,2.84,1.008,0.295,1.548,3.156,0.253,2.743,0.239,1.017,0.343,5.612,20.52,3.237,0.741,0.218,4.956,3.439,1.693,0.791,0.33
1012,14.88,0.934,2.355,15.112,0.895,3.227,1.078,0.339,1.558,2.972,0.285,2.746,0.269,1.157,0.344,4.352,20.096,3.289,0.892,0.256,4.761,2.903,1.902,1.043,0.366
1013,13.694,1.052,2.712,14.781,1.038,4.433,1.1,0.402,1.51,2.782,0.322,2.76,0.306,1.248,0.341,3.913,19.477,3.103,1.111,0.302,4.653,2.593,2.341,1.457,0.39
1014,12.344,1.138,3.455,14.727,1.147,6.076,1.092,0.465,1.451,2.468,0.348,2.655,0.334,1.269,0.327,4.215,18.457,2.724,1.312,0.349,4.755,2.285,2.726,1.854,0.393
1015,11.16,1.148,4.355,14.856,1.162,7.678,1.073,0.51,1.424,2.014,0.356,2.386,0.345,1.213,0.302,5.026,16.907,2.254,1.418,0.391,5.005,1.968,2.854,2.08,0.377
1016,10.254,1.095,5.136,14.786,1.097,8.747,1.053,0.524,1.432,1.508,0.348,2.001,0.338,1.105,0.269,5.983,14.835,1.828,1.414,0.428,5.375,1.728,2.729,2.086,0.355
1017,9.553,1.067,5.662,14.095,1.061,9.01,1.025,0.509,1.52,1.158,0.343,1.668,0.328,0.973,0.237,6.898,12.448,1.68,1.387,0.471,5.812,1.715,2.605,1.961,0.35
1018,8.991,1.161,5.925,12.701,1.183,8.485,1.004,0.48,1.764,1.154,0.362,1.579,0.333,0.859,0.214,7.755,10.194,2.002,1.456,0.535,6.316,2.112,2.827,1.861,0.386
1019,8.594,1.418,5.937,10.968,1.532,7.393,1.03,0.457,2.253,1.561,0.424,1.848,0.367,0.779,0.204,8.548,8.53,2.844,1.707,0.626,6.901,3.055,3.585,1.942,0.466
1020,8.461,1.794,5.859,9.543,2.067,6.224,1.141,0.453,3.022,2.229,0.528,2.365,0.427,0.73,0.205,9.294,7.673,3.999,2.124,0.731,7.575,4.526,4.741,2.256,0.572
1021,8.616,2.165,5.812,8.907,2.627,5.318,1.343,0.468,3.91,2.961,0.65,2.923,0.495,0.7,0.21,9.912,7.508,5.112,2.581,0.821,8.107,6.302,5.883,2.713,0.668
1022,8.972,2.394,5.806,9.146,3.005,4.823,1.588,0.488,4.722,3.595,0.754,3.315,0.544,0.681,0.214,10.275,7.721,5.781,2.896,0.864,8.315,8.013,6.53,3.113,0.721
1023,9.334,2.394,5.79,9.924,3.054,4.666,1.781,0.5,5.155,4.0,0.806,3.399,0.554,0.676,0.212,10.256,8.026,5.783,2.928,0.843,8.053,9.266,6.357,3.251,0.713
1024,9.559,2.172,5.687,10.78,2.759,4.62,1.838,0.502,5.057,4.109,0.792,3.168,0.522,0.69,0.204,9.894,8.323,5.185,2.65,0.764,7.271,9.843,5.385,3.038,0.646
1025,9.706,1.808,5.484,11.575,2.248,4.529,1.736,0.495,4.429,3.926,0.723,2.742,0.46,0.711,0.193,9.398,8.723,4.171,2.16,0.655,6.128,9.792,3.987,2.544,0.544
1026,10.034,1.415,5.155,12.53,1.699,4.337,1.506,0.488,3.49,3.519,0.63,2.268,0.39,0.723,0.182,9.085,9.59,3.009,1.628,0.548,4.915,9.395,2.604,1.911,0.436
1027,10.759,1.089,4.926,13.891,1.267,4.386,1.216,0.485,2.553,3.018,0.546,1.865,0.334,0.719,0.174,9.423,11.458,1.974,1.212,0.47,4.154,9.008,1.571,1.318,0.349
1028,11.863,0.891,4.799,15.681,1.031,4.87,0.947,0.482,1.858,2.604,0.492,1.602,0.307,0.724,0.166,10.627,14.8,1.318,1.013,0.427,4.099,8.891,1.076,0.924,0.297
1029,13.086,0.835,4.731,17.608,0.978,5.853,0.763,0.474,1.497,2.399,0.47,1.482,0.312,0.77,0.16,12.494,19.561,1.129,1.04,0.408,4.733,9.115,1.079,0.81,0.282
1030,14.159,0.902,4.691,19.331,1.035,7.296,0.707,0.458,1.407,2.42,0.468,1.463,0.344,0.861,0.158,14.44,24.996,1.358,1.23,0.395,5.912,9.605,1.387,0.961,0.295
1031,14.904,1.057,4.66,20.618,1.125,8.945,0.782,0.438,1.465,2.621,0.467,1.526,0.392,0.98,0.162,15.705,29.79,1.874,1.484,0.377,7.34,10.219,1.825,1.279,0.322
1032,15.202,1.249,4.519,21.334,1.198,10.29,0.944,0.423,1.542,2.872,0.457,1.646,0.444,1.073,0.175,15.696,32.607,2.531,1.7,0.356,8.611,10.766,2.248,1.622,0.35
1033,14.99,1.416,4.206,21.419,1.219,10.829,1.139,0.416,1.527,2.983,0.437,1.754,0.484,1.099,0.196,14.296,32.831,3.131,1.782,0.336,9.283,11.102,2.503,1.85,0.366
1034,14.215,1.494,3.72,20.754,1.175,10.272,1.32,0.411,1.393,2.833,0.411,1.791,0.502,1.047,0.221,11.801,30.714,3.507,1.685,0.32,9.137,11.087,2.492,1.889,0.361
1035,12.828,1.449,3.144,19.193,1.069,8.739,1.443,0.4,1.177,2.421,0.383,1.727,0.498,0.951,0.241,8.945,27.164,3.571,1.437,0.309,8.273,10.624,2.192,1.748,0.335
1036,10.992,1.309,2.622,16.822,0.932,6.7,1.491,0.376,0.9,1.916,0.363,1.639,0.487,0.864,0.253,6.59,23.259,3.346,1.13,0.307,6.988,9.793,1.728,1.526,0.302
1037,9.056,1.148,2.286,14.028,0.816,4.809,1.468,0.345,0.696,1.522,0.359,1.684,0.499,0.832,0.256,5.405,19.804,2.971,0.882,0.317,5.819,8.772,1.316,1.358,0.285
1038,7.414,1.056,2.161,11.401,0.776,3.45,1.393,0.318,0.563,1.366,0.379,1.966,0.557,0.862,0.256,5.415,17.122,2.589,0.776,0.339,4.987,7.746,1.136,1.332,0.3
1039,6.373,1.078,2.251,9.518,0.836,2.779,1.287,0.306,0.544,1.452,0.425,2.45,0.66,0.923,0.26,6.156,15.041,2.285,0.819,0.365,4.528,6.811,1.238,1.447,0.352
1040,6.055,1.19,2.408,8.766,0.967,2.602,1.163,0.312,0.577,1.672,0.485,2.962,0.778,0.97,0.271,6.891,13.219,2.019,0.945,0.387,4.322,5.955,1.53,1.608,0.425
1041,6.429,1.309,2.564,9.208,1.101,2.706,1.035,0.329,0.643,1.872,0.54,3.305,0.869,0.971,0.288,7.21,11.651,1.744,1.062,0.395,4.229,5.087,1.827,1.697,0.494
1042,7.408,1.347,2.647,10.677,1.172,2.929,0.91,0.344,0.686,1.947,0.568,3.321,0.896,0.926,0.306,7.061,10.709,1.476,1.099,0.39,4.151,4.167,1.951,1.635,0.535
1043,9.036,1.277,2.713,13.072,1.161,3.233,0.809,0.345,0.686,1.89,0.556,3.0,0.85,0.857,0.317,6.662,10.658,1.273,1.041,0.383,4.076,3.371,1.845,1.434,0.539
1044,11.363,1.139,2.76,16.26,1.102,3.558,0.744,0.335,0.646,1.744,0.508,2.446,0.748,0.784,0.319,6.309,11.57,1.191,0.917,0.389,4.027,2.966,1.571,1.18,0.513
1045,14.168,1.017,2.835,19.875,1.055,3.799,0.703,0.325,0.59,1.591,0.445,1.814,0.627,0.72,0.31,6.221,13.271,1.286,0.784,0.422,4.046,3.124,1.243,0.982,0.48
1046,16.853,0.978,2.908,23.238,1.067,3.857,0.67,0.332,0.556,1.486,0.392,1.261,0.523,0.671,0.296,6.435,15.356,1.565,0.703,0.485,4.235,3.846,0.977,0.905,0.46
1047,18.587,1.032,2.993,25.388,1.144,3.687,0.639,0.37,0.56,1.42,0.363,0.883,0.458,0.632,0.282,6.832,17.239,1.948,0.702,0.566,4.654,4.94,0.821,0.941,0.464
1048,18.646,1.13,2.981,25.467,1.242,3.275,0.614,0.443,0.608,1.335,0.359,0.667,0.432,0.596,0.275,7.227,18.443,2.329,0.764,0.642,5.239,6.054,0.772,1.015,0.487
1049,16.801,1.188,2.935,23.169,1.296,2.752,0.599,0.544,0.696,1.191,0.368,0.561,0.429,0.558,0.274,7.414,18.673,2.62,0.842,0.684,5.882,6.823,0.806,1.037,0.512
1050,13.493,1.148,2.799,18.99,1.257,2.261,0.621,0.659,0.828,1.007,0.377,0.521,0.428,0.527,0.277,7.319,17.903,2.783,0.889,0.676,6.406,7.028,0.901,0.953,0.519
1051,9.644,1.012,2.689,14.087,1.129,1.936,0.708,0.764,1.005,0.861,0.379,0.545,0.419,0.508,0.28,7.08,16.478,2.841,0.888,0.617,6.601,6.688,1.054,0.787,0.5
1052,6.269,0.827,2.601,9.785,0.952,1.843,0.884,0.837,1.201,0.82,0.377,0.634,0.402,0.499,0.278,6.95,15.106,2.86,0.848,0.522,6.426,6.014,1.254,0.601,0.458
1053,4.02,0.648,2.628,6.91,0.775,2.088,1.164,0.861,1.4,0.89,0.376,0.761,0.379,0.502,0.271,7.073,14.46,2.872,0.796,0.42,5.904,5.255,1.436,0.454,0.405
1054,2.985,0.517,2.837,5.553,0.635,2.779,1.529,0.831,1.593,1.032,0.378,0.909,0.354,0.52,0.26,7.425,14.841,2.854,0.762,0.335,5.322,4.58,1.56,0.396,0.355
1055,2.808,0.453,3.278,5.219,0.562,3.896,1.919,0.757,1.773,1.206,0.38,1.101,0.337,0.543,0.248,7.815,15.987,2.813,0.788,0.282,4.959,4.064,1.729,0.473,0.323
1056,3.003,0.465,4.04,5.199,0.58,5.348,2.256,0.663,1.969,1.363,0.376,1.362,0.337,0.556,0.236,7.977,17.239,2.793,0.931,0.261,5.115,3.733,2.087,0.706,0.313
1057,3.374,0.548,5.226,5.2,0.69,7.009,2.467,0.573,2.196,1.487,0.365,1.726,0.359,0.551,0.226,7.722,17.962,2.905,1.205,0.26,5.873,3.595,2.696,1.073,0.322
1058,4.108,0.686,6.871,5.451,0.87,8.764,2.54,0.51,2.453,1.606,0.347,2.185,0.398,0.532,0.218,7.154,17.778,3.189,1.562,0.268,7.05,3.648,3.472,1.502,0.337
1059,5.398,0.839,8.764,6.285,1.059,10.41,2.532,0.483,2.71,1.706,0.327,2.613,0.438,0.514,0.21,6.72,16.696,3.573,1.902,0.274,8.213,3.826,4.167,1.877,0.347
1060,7.118,0.954,10.526,7.672,1.182,11.69,2.527,0.485,2.921,1.723,0.307,2.83,0.46,0.51,0.202,6.876,14.924,3.86,2.114,0.273,8.966,3.995,4.475,2.081,0.342
1061,8.929,0.994,11.734,9.373,1.188,12.341,2.568,0.5,3.028,1.62,0.289,2.74,0.45,0.521,0.196,7.746,12.684,3.847,2.131,0.267,9.013,4.074,4.204,2.042,0.317
1062,10.491,0.947,12.07,11.115,1.072,12.175,2.633,0.512,2.984,1.409,0.274,2.393,0.409,0.538,0.191,9.007,10.235,3.485,1.958,0.263,8.306,4.2,3.406,1.77,0.278
1063,11.56,0.844,11.376,12.625,0.888,11.092,2.652,0.507,2.795,1.169,0.263,1.983,0.351,0.55,0.188,10.043,7.932,2.945,1.673,0.265,6.925,4.585,2.389,1.358,0.234
1064,12.087,0.735,9.769,13.785,0.711,9.221,2.573,0.478,2.495,1.011,0.26,1.771,0.3,0.553,0.186,10.336,6.235,2.436,1.38,0.277,5.272,5.375,1.554,0.938,0.201
1065,12.423,0.691,7.813,14.989,0.615,7.142,2.403,0.434,2.173,1.018,0.266,1.945,0.277,0.55,0.189,9.765,5.607,2.156,1.199,0.299,3.885,6.736,1.204,0.646,0.188
1066,13.097,0.759,6.036,16.845,0.635,5.612,2.213,0.393,1.908,1.201,0.287,2.485,0.296,0.547,0.201,8.639,6.309,2.219,1.203,0.329,3.488,8.749,1.417,0.562,0.2
1067,14.394,0.94,4.822,19.623,0.751,5.149,2.117,0.369,1.783,1.458,0.32,3.153,0.348,0.555,0.222,7.43,8.118,2.571,1.386,0.363,4.278,11.209,2.006,0.672,0.233
1068,16.194,1.187,4.117,23.034,0.905,5.798,2.179,0.368,1.87,1.652,0.36,3.627,0.413,0.576,0.248,6.694,10.355,3.002,1.657,0.401,6.33,13.716,2.625,0.886,0.275
1069,17.943,1.423,3.823,26.188,1.041,7.236,2.364,0.385,2.185,1.661,0.4,3.653,0.466,0.609,0.271,6.777,12.161,3.274,1.905,0.436,9.078,15.796,2.961,1.102,0.313
1070,18.914,1.573,3.653,27.998,1.12,8.704,2.57,0.408,2.664,1.481,0.434,3.223,0.493,0.645,0.282,7.744,12.971,3.262,2.04,0.463,11.798,17.061,2.91,1.25,0.337
1071,18.632,1.596,3.428,27.759,1.122,9.525,2.684,0.423,3.147,1.198,0.459,2.524,0.488,0.675,0.281,9.349,12.608,2.955,2.0,0.477,13.633,17.292,2.489,1.288,0.342
1072,17.087,1.486,3.065,25.456,1.054,9.232,2.617,0.423,3.462,0.94,0.474,1.818,0.458,0.694,0.275,10.961,11.216,2.468,1.776,0.48,13.912,16.491,1.849,1.211,0.335
1073,14.682,1.269,2.61,21.673,0.926,8.045,2.375,0.411,3.484,0.795,0.477,1.304,0.412,0.702,0.275,12.114,9.257,2.008,1.432,0.475,12.752,14.826,1.205,1.043,0.325
1074,12.179,1.005,2.296,17.568,0.775,6.374,2.04,0.401,3.209,0.79,0.469,1.088,0.361,0.696,0.288,12.703,7.367,1.733,1.082,0.467,10.399,12.626,0.784,0.836,0.324
1075,10.353,0.776,2.329,14.426,0.665,4.951,1.68,0.402,2.702,0.923,0.456,1.205,0.317,0.681,0.312,12.942,6.086,1.676,0.846,0.456,7.839,10.273,0.754,0.664,0.34
1076,9.675,0.654,2.983,13.111,0.657,4.246,1.362,0.421,2.133,1.173,0.446,1.648,0.286,0.679,0.336,13.069,5.687,1.757,0.791,0.445,5.655,8.108,1.135,0.582,0.377
1077,10.042,0.663,4.146,13.585,0.772,4.434,1.159,0.449,1.679,1.486,0.441,2.332,0.271,0.699,0.348,13.112,6.051,1.862,0.889,0.428,4.479,6.337,1.811,0.602,0.427
1078,10.814,0.775,5.661,14.916,0.973,5.252,1.125,0.472,1.451,1.794,0.439,3.061,0.272,0.742,0.342,12.956,6.764,1.908,1.044,0.404,4.117,4.918,2.54,0.696,0.475
1079,11.255,0.923,6.959,15.881,1.18,6.253,1.289,0.474,1.427,2.014,0.433,3.59,0.286,0.803,0.32,12.425,7.436,1.868,1.152,0.372,4.45,3.704,3.049,0.812,0.507
1080,10.961,1.048,7.814,15.657,1.31,7.044,1.642,0.454,1.523,2.079,0.418,3.739,0.306,0.875,0.293,11.401,7.795,1.781,1.156,0.339,4.857,2.693,3.185,0.903,0.513
1081,9.888,1.1,7.857,14.04,1.306,7.315,2.076,0.414,1.622,1.957,0.39,3.474,0.323,0.937,0.267,9.889,7.738,1.71,1.054,0.312,5.063,1.935,2.952,0.933,0.492
1082,8.312,1.054,7.225,11.352,1.158,6.976,2.425,0.362,1.634,1.664,0.355,2.9,0.325,0.966,0.248,8.079,7.382,1.734,0.887,0.295,4.791,1.446,2.486,0.889,0.449
1083,6.653,0.923,6.213,8.278,0.906,6.208,2.556,0.311,1.557,1.285,0.322,2.193,0.31,0.95,0.237,6.474,6.9,1.91,0.723,0.287,4.233,1.206,1.964,0.79,0.397
1084,5.303,0.754,5.196,5.644,0.631,5.355,2.421,0.28,1.431,0.938,0.305,1.559,0.285,0.908,0.232,5.652,6.446,2.251,0.626,0.288,3.706,1.225,1.577,0.681,0.353
1085,4.502,0.605,4.432,4.089,0.424,4.601,2.083,0.284,1.303,0.731,0.313,1.145,0.264,0.873,0.234,5.863,6.072,2.695,0.629,0.302,3.484,1.587,1.476,0.632,0.334
1086,4.258,0.516,4.047,3.799,0.344,4.221,1.693,0.333,1.208,0.697,0.34,0.955,0.257,0.861,0.243,7.13,5.668,3.109,0.715,0.33,3.787,2.391,1.67,0.692,0.346
1087,4.374,0.499,4.307,4.446,0.396,4.686,1.415,0.419,1.212,0.798,0.374,0.909,0.269,0.871,0.264,9.103,5.104,3.367,0.842,0.367,4.778,3.592,2.029,0.862,0.386
1088,4.66,0.541,5.429,5.495,0.542,6.461,1.354,0.526,1.345,0.957,0.397,0.928,0.292,0.898,0.297,11.393,4.392,3.418,0.966,0.405,6.451,4.926,2.362,1.09,0.436
1089,4.922,0.619,7.518,6.376,0.729,9.658,1.54,0.63,1.608,1.116,0.401,1.007,0.314,0.936,0.341,13.427,3.676,3.24,1.066,0.432,8.488,5.984,2.512,1.296,0.478
1090,4.999,0.708,10.097,6.746,0.903,13.859,1.91,0.704,2.004,1.243,0.386,1.194,0.324,0.979,0.39,14.674,3.142,2.878,1.138,0.438,10.424,6.4,2.429,1.417,0.498
1091,4.8,0.771,12.711,6.568,1.004,18.024,2.349,0.735,2.457,1.338,0.358,1.488,0.318,1.021,0.431,14.792,2.952,2.433,1.196,0.42,11.672,5.994,2.128,1.411,0.493
1092,4.342,0.786,14.22,6.038,0.995,20.779,2.718,0.723,2.838,1.434,0.326,1.842,0.3,1.057,0.457,13.769,3.179,2.024,1.254,0.381,11.879,4.895,1.708,1.285,0.467
1093,3.823,0.752,14.288,5.523,0.89,21.229,2.902,0.68,2.998,1.58,0.299,2.198,0.281,1.077,0.463,12.014,3.767,1.772,1.321,0.33,10.922,3.548,1.335,1.096,0.433
1094,3.519,0.694,12.557,5.377,0.747,19.264,2.856,0.628,2.782,1.772,0.286,2.472,0.27,1.085,0.452,10.129,4.548,1.806,1.404,0.277,9.301,2.596,1.191,0.941,0.401
1095,3.591,0.643,9.976,5.7,0.639,15.755,2.603,0.589,2.308,1.962,0.291,2.606,0.273,1.101,0.432,8.646,5.274,2.25,1.498,0.231,7.567,2.572,1.441,0.903,0.377
1096,3.986,0.623,7.227,6.288,0.625,11.914,2.248,0.577,1.762,2.074,0.312,2.6,0.283,1.153,0.416,7.885,5.713,3.109,1.592,0.199,6.508,3.602,2.144,1.014,0.36
1097,4.53,0.644,5.403,6.825,0.719,8.957,1.922,0.587,1.383,2.043,0.344,2.475,0.293,1.246,0.409,7.89,5.765,4.205,1.655,0.187,6.441,5.328,3.172,1.228,0.349
1098,4.946,0.702,4.846,6.977,0.886,7.352,1.72,0.601,1.269,1.87,0.376,2.286,0.292,1.364,0.406,8.4,5.523,5.221,1.658,0.195,7.219,7.104,4.237,1.44,0.342
1099,5.039,0.782,5.431,6.628,1.064,6.88,1.655,0.603,1.387,1.641,0.401,2.121,0.282,1.464,0.4,9.056,5.258,5.838,1.587,0.218,8.184,8.266,5.006,1.551,0.338
1100,4.782,0.864,6.586,5.902,1.196,6.914,1.673,0.58,1.645,1.475,0.414,2.046,0.267,1.474,0.383,9.626,5.172,5.862,1.446,0.246,8.73,8.454,5.243,1.508,0.338
1101,4.392,0.929,7.766,5.162,1.255,6.94,1.699,0.531,1.919,1.478,0.415,2.113,0.256,1.361,0.357,9.922,5.35,5.318,1.26,0.267,8.475,7.758,4.906,1.315,0.337
1102,4.257,0.976,8.413,4.881,1.264,6.747,1.685,0.465,2.073,1.714,0.409,2.335,0.261,1.149,0.328,9.972,5.686,4.454,1.092,0.279,7.486,6.594,4.19,1.039,0.336
1103,4.925,1.03,8.55,5.633,1.295,6.494,1.621,0.398,2.077,2.144,0.409,2.664,0.292,0.895,0.304,9.801,6.102,3.621,1.022,0.284,6.184,5.628,3.486,0.809,0.34
1104,6.787,1.119,8.001,7.807,1.411,6.216,1.541,0.349,1.985,2.638,0.422,3.02,0.352,0.661,0.289,9.513,6.784,3.103,1.107,0.291,5.032,5.485,3.194,0.745,0.359
1105,9.694,1.253,7.08,11.207,1.62,6.047,1.503,0.326,1.829,3.035,0.445,3.288,0.429,0.495,0.28,9.227,8.083,3.005,1.325,0.306,4.517,6.316,3.488,0.887,0.394
1106,12.943,1.406,5.889,15.038,1.857,5.896,1.548,0.33,1.735,3.22,0.471,3.394,0.501,0.412,0.274,8.904,10.183,3.212,1.579,0.333,4.717,7.702,4.19,1.171,0.437
1107,15.518,1.518,4.766,18.146,2.014,5.651,1.675,0.353,1.701,3.14,0.486,3.306,0.544,0.387,0.267,8.507,12.828,3.475,1.751,0.368,5.386,8.923,4.885,1.458,0.468
1108,16.609,1.53,3.74,19.556,2.002,5.163,1.844,0.384,1.711,2.842,0.483,3.053,0.545,0.382,0.258,7.956,15.278,3.585,1.762,0.409,6.095,9.387,5.17,1.614,0.469
1109,16.039,1.424,2.859,18.953,1.798,4.371,2.007,0.42,1.736,2.418,0.458,2.664,0.504,0.386,0.252,7.341,16.676,3.495,1.615,0.451,6.466,8.919,4.861,1.585,0.435
